,HotelId,ReservationStatusDate,ArrivalDate,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,CustomerType,ADR,Meal,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled
27184,1,2016-08-22,2016-08-17,12,1,4,2,0,Transient,209.0,BB       ,ESP,       NULL,A               ,False,False
27185,1,2016-08-22,2016-08-18,88,1,3,2,0,Transient,193.0,BB       ,ESP,       NULL,A               ,False,False
27186,1,2016-08-22,2016-08-17,82,1,4,2,0,Transient,199.0,BB       ,ESP,       NULL,D               ,False,False
27187,1,2016-08-22,2016-08-17,79,1,4,2,0,Transient-Party,235.6,BB       ,ESP,       NULL,F               ,False,False
27188,1,2016-08-22,2016-08-15,49,2,5,2,0,Transient,140.0,BB       ,PRT,       NULL,A               ,False,False
27189,1,2016-08-22,2016-08-08,208,4,10,2,0,Contract,139.72,HB       ,DEU,       NULL,E               ,False,False
27190,1,2016-08-22,2016-08-20,56,1,1,2,0,Transient,261.0,HB       ,DZA,       NULL,E               ,False,False
27191,1,2016-08-22,2016-08-17,56,1,4,3,0,Transient-Party,219.0,BB       ,GBR,       NULL,A               ,False,False
27192,1,2016-08-22,2016-08-17,56,1,4,2,0,Transient-Party,203.0,BB       ,GBR,       NULL,A               ,False,False
27193,1,2016-08-22,2016-08-19,103,1,2,2,0,Transient,189.42,HB       ,GBR,       NULL,E               ,False,False
27194,1,2016-08-22,2016-08-19,103,1,2,2,0,Transient,189.42,HB       ,GBR,       NULL,E               ,False,False
27195,1,2016-08-22,2016-08-19,0,1,2,2,0,Transient,217.67,BB       ,PRT,       NULL,A               ,False,False
27196,1,2016-08-22,2016-08-20,48,1,1,2,0,Transient,206.0,BB       ,ESP,       NULL,A               ,False,False
27197,1,2016-08-22,2016-08-17,65,1,4,2,0,Transient,171.17,BB       ,GBR,       NULL,F               ,False,False
27198,1,2016-08-22,2016-08-13,221,3,6,2,0,Contract,95.2,BB       ,NLD,       NULL,A               ,False,False
27199,1,2016-08-22,2016-08-18,167,1,3,2,0,Transient,157.2,HB       ,PRT,       NULL,D               ,False,False
27200,1,2017-08-19,2017-08-14,200,1,4,2,0,Transient,184.64,HB       ,PRT,       NULL,E               ,True,False
27201,1,2016-08-22,2016-08-16,58,1,5,2,0,Transient,269.0,BB       ,ESP,       NULL,G               ,False,False
27202,1,2016-08-22,2016-08-20,23,1,1,2,0,Transient,231.0,BB       ,PRT,       NULL,A               ,False,False
27203,1,2016-08-22,2016-08-19,49,1,2,2,0,Transient,195.67,BB       ,ARG,       NULL,A               ,False,False
27204,1,2016-08-22,2016-08-19,119,1,2,2,1,Transient-Party,241.0,BB       ,PRT,       NULL,E               ,False,False
27205,1,2016-08-22,2016-08-08,199,4,10,2,0,Contract,90.1,BB       ,GBR,       NULL,A               ,False,False
27206,1,2016-08-22,2016-08-21,12,1,0,2,0,Transient-Party,274.0,BB       ,DZA,       NULL,H               ,False,False
27207,1,2016-08-26,2016-08-22,13,1,3,2,0,Transient-Party,188.0,BB       ,DZA,       NULL,A               ,False,False
27208,1,2016-08-22,2016-08-20,10,1,1,2,1,Transient,300.6,HB       ,PRT,       NULL,H               ,False,False
27209,1,2016-08-22,2016-08-17,80,1,4,2,0,Transient,199.0,BB       ,RUS,       NULL,D               ,False,False
27210,1,2016-08-22,2016-08-19,119,1,2,2,0,Transient-Party,228.0,BB       ,PRT,       NULL,E               ,False,False
27211,1,2016-08-22,2016-08-20,12,1,1,2,1,Transient,246.0,BB       ,PRT,       NULL,D               ,False,False
27212,1,2016-08-22,2016-08-22,0,0,0,2,0,Transient,0.0,HB       ,ESP,       NULL,D               ,True,False
27213,1,2016-08-23,2016-08-16,15,2,5,2,0,Transient,297.29,HB       ,FRA,       NULL,E               ,False,False
27214,1,2016-08-23,2016-08-20,75,2,1,2,0,Transient,203.0,BB       ,FRA,       NULL,E               ,False,False
27215,1,2016-08-23,2016-08-20,75,2,1,2,0,Transient,191.0,BB       ,FRA,       NULL,E               ,False,False
27216,1,2016-08-23,2016-08-16,133,2,5,2,0,Transient,211.0,BB       ,PRT,       NULL,D               ,False,False
27217,1,2016-08-23,2016-08-23,104,0,0,2,0,Transient,0.0,BB       ,FRA,       NULL,A               ,False,False
27218,1,2016-08-23,2016-08-22,0,1,0,2,0,Transient,179.0,BB       ,PRT,       NULL,A               ,False,False
27219,1,2016-08-23,2016-08-22,0,1,0,2,0,Transient,179.0,BB       ,PRT,       NULL,A               ,False,False
27220,1,2016-08-23,2016-08-16,53,2,5,2,0,Transient,141.0,HB       ,ESP,       NULL,A               ,False,False
27221,1,2016-08-23,2016-08-20,4,2,1,2,0,Transient,224.1,BB       ,PRT,       NULL,F               ,False,False
27222,1,2016-08-25,2016-08-23,7,0,2,2,0,Group,254.1,BB       ,PRT,       NULL,G               ,False,False
27223,1,2016-08-23,2016-08-15,139,3,5,2,2,Transient,268.75,BB       ,ESP,       NULL,G               ,False,False
27224,1,2016-08-23,2016-08-15,78,3,5,2,0,Transient,200.88,BB       ,FRA,       NULL,D               ,False,False
27225,1,2016-08-23,2016-08-18,35,2,3,3,1,Transient,352.0,HB       ,ESP,       NULL,H               ,False,False
27226,1,2016-08-23,2016-08-17,13,2,4,2,0,Transient,241.0,HB       ,ESP,       NULL,A               ,False,False
27227,1,2016-08-23,2016-08-20,10,2,1,2,0,Transient,169.91,BB       ,PRT,       NULL,D               ,False,False
27228,1,2016-08-23,2016-08-13,208,4,6,2,1,Transient,118.24,BB       ,GBR,       NULL,D               ,False,False
27229,1,2016-08-23,2016-08-16,129,2,5,3,0,Transient,211.2,HB       ,PRT,       NULL,D               ,False,False
27230,1,2016-08-23,2016-08-14,148,4,5,2,0,Transient,209.0,HB       ,ESP,       NULL,A               ,False,False
27231,1,2016-08-23,2016-08-15,125,3,5,2,0,Transient,214.0,BB       ,GBR,       NULL,E               ,False,False
27232,1,2016-08-23,2016-08-18,112,2,3,3,0,Transient,171.2,BB       ,PRT,       NULL,A               ,False,False
27233,1,2016-08-23,2016-08-15,61,3,5,2,2,Transient,233.0,HB       ,PRT,       NULL,C               ,False,False
27234,1,2016-08-23,2016-08-18,101,2,3,2,0,Transient,171.2,BB       ,GBR,       NULL,E               ,False,False
27235,1,2016-08-23,2016-08-13,205,4,6,2,2,Transient,252.0,BB       ,PRT,       NULL,G               ,False,False
27236,1,2016-08-23,2016-08-16,76,2,5,2,2,Transient,216.43,BB       ,PRT,       NULL,C               ,False,False
27237,1,2016-08-24,2016-08-16,144,2,6,2,0,Transient,254.62,HB       ,ESP,       NULL,E               ,False,False
27238,1,2016-08-24,2016-08-17,52,2,5,2,0,Transient,213.86,BB       ,CHE,       NULL,D               ,False,False
27239,1,2016-08-24,2016-08-15,89,3,6,2,0,Transient,236.93,HB       ,RUS,       NULL,F               ,False,False
27240,1,2016-08-24,2016-08-11,52,4,9,2,2,Transient,234.54,BB       ,PRT,       NULL,C               ,False,False
27241,1,2017-08-15,2017-08-09,9,2,4,2,2,Transient,271.0,BB       ,PRT,       NULL,C               ,True,False
27242,1,2017-08-29,2017-08-15,82,4,10,2,2,Transient,318.0,BB       ,PRT,       NULL,G               ,True,False
27243,1,2016-08-24,2016-08-23,0,0,1,2,2,Transient,281.0,BB       ,ESP,       NULL,G               ,False,False
27244,1,2016-08-24,2016-08-23,4,0,1,1,0,Transient,138.0,BB       ,PRT,         42,A               ,False,False
27245,1,2016-08-24,2016-08-18,14,2,4,2,1,Transient,193.87,BB       ,PRT,       NULL,E               ,False,False
27246,1,2016-08-24,2016-08-17,67,2,5,1,3,Transient,202.7,BB       ,IRL,       NULL,C               ,False,False
27247,1,2016-08-24,2016-08-19,85,2,3,1,1,Transient,283.0,FB       ,PRT,       NULL,E               ,False,False
27248,1,2016-08-24,2016-08-18,19,2,4,2,0,Transient,296.33,HB       ,ESP,       NULL,E               ,False,False
27249,1,2016-08-24,2016-08-17,170,2,5,2,1,Transient,284.86,HB       ,PRT,       NULL,E               ,False,False
27250,1,2017-08-25,2017-08-18,127,2,5,2,0,Transient,297.0,HB       ,PRT,       NULL,E               ,True,False
27251,1,2016-08-24,2016-08-23,0,0,1,2,0,Transient,167.09,BB       ,USA,       NULL,A               ,False,False
27252,1,2016-08-24,2016-08-11,67,4,9,2,1,Transient,221.62,BB       ,FRA,       NULL,C               ,False,False
27253,1,2016-08-24,2016-08-18,188,2,4,2,0,Transient,100.8,BB       ,PRT,       NULL,A               ,False,False
27254,1,2016-08-24,2016-08-22,1,1,1,2,0,Transient,201.0,BB       ,PRT,       NULL,A               ,False,False
27255,1,2016-08-24,2016-08-15,115,3,6,2,0,Transient,231.6,HB       ,GBR,       NULL,F               ,False,False
27256,1,2016-08-24,2016-08-17,63,2,5,2,0,Transient,209.29,BB       ,GBR,       NULL,D               ,False,False
27257,1,2016-08-24,2016-08-22,8,1,1,2,0,Transient,258.0,HB       ,ESP,       NULL,D               ,False,False
27258,1,2016-08-24,2016-08-20,12,2,2,2,1,Transient,293.1,HB       ,PRT,       NULL,G               ,False,False
27259,1,2016-08-24,2016-08-16,72,2,6,2,2,Transient,261.25,HB       ,ESP,       NULL,C               ,False,False
27260,1,2016-08-24,2016-08-23,2,0,1,2,0,Transient,199.0,BB       ,GBR,       NULL,A               ,False,False
27261,1,2016-08-25,2016-08-25,4,0,0,2,0,Transient,0.0,BB       ,CHE,       NULL,D               ,False,False
27262,1,2016-08-31,2016-08-25,6,2,4,2,0,Transient,181.0,BB       ,MAR,       NULL,A               ,False,False
27263,1,2016-08-25,2016-08-18,169,2,5,2,0,Transient,135.63,HB       ,PRT,       NULL,A               ,False,False
27264,1,2016-08-25,2016-08-15,209,3,7,2,0,Transient,99.02,BB       ,IRL,       NULL,A               ,False,False
27265,1,2016-08-25,2016-08-24,0,0,1,2,0,Transient,197.1,BB       ,PRT,       NULL,E               ,False,False
27266,1,2017-08-28,2017-08-24,333,1,3,2,0,Transient,201.6,HB       ,PRT,       NULL,E               ,True,False
27267,1,2016-08-25,2016-08-14,98,4,7,2,0,Transient,211.91,BB       ,ESP,       NULL,D               ,False,False
27268,1,2016-08-25,2016-08-17,88,2,6,2,2,Transient,279.0,HB       ,ESP,       NULL,C               ,False,False
27269,1,2016-08-25,2016-08-19,85,2,4,2,2,Transient,271.0,BB       ,PRT,       NULL,G               ,False,False
27270,1,2016-08-25,2016-08-23,66,0,2,2,0,Transient,176.33,BB       ,BRA,       NULL,F               ,False,False
27271,1,2016-08-25,2016-08-23,67,0,2,2,0,Transient,168.63,BB       ,PRT,       NULL,E               ,False,False
27272,1,2016-08-25,2016-08-23,67,0,2,2,1,Transient,179.53,BB       ,BRA,       NULL,E               ,False,False
27273,1,2016-08-25,2016-08-24,0,0,1,2,0,Transient,202.5,BB       ,FRA,       NULL,C               ,False,False
27274,1,2016-08-25,2016-08-22,217,1,2,2,2,Transient,174.0,BB       ,USA,       NULL,C               ,False,False
27275,1,2016-08-25,2016-08-23,1,0,2,2,0,Transient,231.0,HB       ,ESP,       NULL,A               ,False,False
27276,1,2016-08-25,2016-08-24,9,0,1,2,0,Transient,229.0,BB       ,PRT,       NULL,E               ,False,False
27277,1,2016-08-25,2016-08-13,104,4,8,2,0,Transient,148.79,BB       ,FRA,       NULL,D               ,False,False
27278,1,2016-08-25,2016-08-18,88,2,5,2,1,Transient,286.1,Undefined,PRT,       NULL,D               ,False,False
27279,1,2016-08-25,2016-08-18,68,2,5,2,1,Transient,279.36,HB       ,ROU,       NULL,E               ,False,False
27280,1,2016-08-25,2016-08-22,40,1,2,2,0,Transient,234.0,BB       ,PRT,       NULL,D               ,False,False
27281,1,2017-08-25,2017-08-20,342,2,3,2,0,Transient,185.4,HB       ,PRT,       NULL,D               ,True,False
27282,1,2016-08-25,2016-08-22,0,1,2,2,0,Transient,183.0,BB       ,PRT,       NULL,A               ,False,False
27283,1,2016-08-25,2016-08-21,60,2,2,2,2,Transient,281.0,BB       ,ROU,       NULL,G               ,False,False
27284,1,2016-08-25,2016-08-23,17,0,2,2,0,Transient,209.0,BB       ,ESP,       NULL,A               ,False,False
27285,1,2016-08-25,2016-08-21,55,2,2,2,1,Transient,230.64,HB       ,ITA,       NULL,F               ,False,False
27286,1,2016-08-26,2016-08-19,237,2,5,2,0,Transient,127.71,BB       ,LUX,       NULL,A               ,False,False
27287,1,2016-08-26,2016-08-17,191,2,7,2,0,Transient,125.55,BB       ,IRL,       NULL,D               ,False,False
27288,1,2016-08-26,2016-08-12,210,4,10,2,0,Contract,106.55,BB       ,GBR,       NULL,D               ,False,False
27289,1,2016-08-26,2016-08-22,88,1,3,3,0,Transient,199.2,BB       ,PRT,       NULL,D               ,False,False
27290,1,2016-08-26,2016-08-22,9,1,3,1,0,Transient,178.0,BB       ,FRA,       NULL,A               ,False,False
27291,1,2016-08-26,2016-08-22,14,1,3,2,0,Transient,198.0,BB       ,FRA,       NULL,E               ,False,False
27292,1,2016-08-26,2016-08-25,2,0,1,2,2,Transient,291.0,BB       ,DEU,       NULL,G               ,False,False
27293,1,2016-08-26,2016-08-20,60,2,4,2,0,Transient-Party,237.67,HB       ,ESP,       NULL,D               ,False,False
27294,1,2016-08-26,2016-08-20,60,2,4,2,0,Transient-Party,252.67,HB       ,ESP,       NULL,E               ,False,False
27295,1,2016-08-26,2016-08-18,99,2,6,2,0,Transient,205.2,Undefined,ESP,       NULL,A               ,False,False
27296,1,2016-08-26,2016-08-23,22,0,3,2,0,Transient,227.0,BB       ,ESP,       NULL,A               ,False,False
27297,1,2016-08-26,2016-08-24,4,0,2,2,0,Transient,258.0,HB       ,ESP,       NULL,D               ,False,False
27298,1,2016-08-26,2016-08-16,146,2,8,2,1,Transient,248.2,HB       ,FRA,       NULL,D               ,False,False
27299,1,2016-08-26,2016-08-18,116,2,6,2,1,Transient,164.13,BB       ,GBR,       NULL,D               ,False,False
27300,1,2016-08-26,2016-08-23,195,0,3,2,0,Transient-Party,151.5,BB       ,PRT,       NULL,A               ,False,False
27301,1,2016-08-26,2016-08-23,195,0,3,3,0,Transient-Party,169.5,BB       ,PRT,       NULL,A               ,False,False
27302,1,2016-08-26,2016-08-21,208,2,3,2,0,Transient,150.8,Undefined,PRT,       NULL,A               ,False,False
27303,1,2016-08-26,2016-08-25,0,0,1,2,0,Transient,229.0,BB       ,PRT,       NULL,F               ,False,False
27304,1,2016-08-26,2016-08-22,47,1,3,2,0,Transient,169.08,BB       ,ESP,       NULL,D               ,False,False
27305,1,2016-08-26,2016-08-22,92,1,3,2,0,Transient,181.0,BB       ,ESP,       NULL,A               ,False,False
27306,1,2016-08-26,2016-08-21,208,2,3,2,0,Transient,164.8,Undefined,PRT,       NULL,A               ,False,False
27307,1,2016-08-26,2016-08-20,148,2,4,2,0,Transient,160.6,BB       ,PRT,       NULL,D               ,False,False
27308,1,2016-08-26,2016-08-19,183,2,5,2,0,Contract,92.1,BB       ,GBR,       NULL,A               ,False,False
27309,1,2016-08-26,2016-08-21,87,2,3,2,0,Transient,191.0,BB       ,PRT,       NULL,A               ,False,False
27310,1,2016-08-26,2016-08-16,145,2,8,2,0,Transient,124.2,HB       ,PRT,       NULL,A               ,False,False
27311,1,2016-08-26,2016-08-16,214,2,8,2,0,Transient,206.2,HB       ,ITA,       NULL,E               ,False,False
27312,1,2016-08-26,2016-08-12,204,4,10,2,0,Contract,90.1,BB       ,GBR,       NULL,A               ,False,False
27313,1,2016-08-26,2016-08-12,204,4,10,2,0,Contract,90.1,BB       ,IRL,       NULL,A               ,False,False
27314,1,2016-08-26,2016-08-12,204,4,10,2,0,Contract,106.55,BB       ,GBR,       NULL,D               ,False,False
27315,1,2016-08-26,2016-08-12,204,4,10,2,0,Contract,91.96,BB       ,GBR,       NULL,A               ,False,False
27316,1,2016-08-26,2016-08-12,204,4,10,2,0,Contract,90.1,BB       ,GBR,       NULL,A               ,False,False
27317,1,2016-08-26,2016-08-22,14,1,3,2,0,Transient,245.1,HB       ,PRT,       NULL,F               ,False,False
27318,1,2016-08-26,2016-08-22,79,1,3,2,0,Transient,209.0,BB       ,FRA,       NULL,E               ,False,False
27319,1,2016-08-26,2016-08-17,100,2,7,3,0,Transient,180.47,HB       ,PRT,       NULL,A               ,False,False
27320,1,2016-08-26,2016-08-25,0,0,1,2,0,Transient,194.0,BB       ,ITA,       NULL,D               ,False,False
27321,1,2016-08-26,2016-08-22,79,1,3,2,0,Transient,209.0,BB       ,FRA,       NULL,E               ,False,False
27322,1,2016-08-26,2016-08-24,25,0,2,2,2,Transient,311.0,BB       ,USA,       NULL,G               ,False,False
27323,1,2016-08-26,2016-08-22,158,1,3,4,0,Transient,357.0,HB       ,PRT,       NULL,H               ,False,False
27324,1,2016-08-27,2016-08-20,119,2,5,3,0,Transient-Party,248.8,FB       ,PRT,       NULL,C               ,False,False
27325,1,2016-08-27,2016-08-20,108,2,5,2,0,Transient,249.0,FB       ,PRT,       NULL,A               ,False,False
27326,1,2016-08-27,2016-08-25,69,0,2,2,0,Transient,145.53,BB       ,USA,       NULL,A               ,False,False
27327,1,2016-08-27,2016-08-22,175,1,4,2,1,Transient,204.0,HB       ,PRT,       NULL,A               ,False,False
27328,1,2016-08-27,2016-08-21,76,2,4,2,0,Transient,209.83,BB       ,PRT,       NULL,E               ,False,False
27329,1,2016-08-27,2016-08-26,4,0,1,3,0,Transient,219.0,BB       ,PRT,       NULL,A               ,False,False
27330,1,2016-08-27,2016-08-20,206,2,5,2,0,Transient,102.8,BB       ,IRL,       NULL,A               ,False,False
27331,1,2016-08-27,2016-08-26,20,0,1,2,0,Transient,151.2,BB       ,FRA,       NULL,A               ,False,False
27332,1,2016-08-27,2016-08-18,88,2,7,2,0,Transient,231.0,HB       ,ESP,       NULL,D               ,False,False
27333,1,2016-08-27,2016-08-21,87,2,4,2,1,Transient,206.1,BB       ,PRT,       NULL,D               ,False,False
27334,1,2016-08-27,2016-08-26,0,0,1,2,0,Transient,221.0,BB       ,PRT,       NULL,G               ,False,False
27335,1,2016-08-27,2016-08-20,22,2,5,2,0,Transient-Party,247.0,FB       ,PRT,       NULL,D               ,False,False
27336,1,2016-08-27,2016-08-20,22,2,5,2,1,Transient-Party,247.0,FB       ,PRT,       NULL,D               ,False,False
27337,1,2016-08-27,2016-08-20,87,2,5,2,0,Transient,154.0,HB       ,PRT,       NULL,D               ,False,False
27338,1,2016-08-27,2016-08-21,135,2,4,2,1,Transient,266.1,HB       ,ESP,       NULL,F               ,False,False
27339,1,2016-08-27,2016-08-13,215,4,10,2,0,Contract,115.05,BB       ,GBR,       NULL,E               ,False,False
27340,1,2016-08-27,2016-08-20,85,2,5,2,0,Transient,193.77,HB       ,PRT,       NULL,D               ,False,False
27341,1,2016-08-27,2016-08-20,136,2,5,3,0,Transient,222.38,HB       ,PRT,       NULL,A               ,False,False
27342,1,2016-08-27,2016-08-26,5,0,1,2,1,Transient,216.0,BB       ,PRT,       NULL,A               ,False,False
27343,1,2016-08-27,2016-08-26,0,0,1,2,0,Transient,169.0,BB       ,PRT,       NULL,E               ,False,False
27344,1,2016-08-27,2016-08-24,12,0,3,3,0,Transient,237.6,HB       ,PRT,       NULL,A               ,False,False
27345,1,2016-08-27,2016-08-23,3,0,4,2,0,Transient,199.0,BB       ,PRT,       NULL,A               ,False,False
27346,1,2016-08-27,2016-08-25,0,0,2,2,0,Transient,241.0,BB       ,PRT,       NULL,A               ,False,False
27347,1,2016-08-27,2016-08-20,111,2,5,2,1,Transient,200.96,BB       ,GBR,       NULL,D               ,False,False
27348,1,2016-08-27,2016-08-23,58,0,4,3,0,Transient,246.0,BB       ,PRT,       NULL,D               ,False,False
27349,1,2016-08-27,2016-08-20,198,2,5,2,0,Transient,102.8,BB       ,PRT,       NULL,A               ,False,False
27350,1,2016-08-27,2016-08-22,45,1,4,2,0,Transient,270.0,HB       ,ESP,       NULL,D               ,False,False
27351,1,2016-08-27,2016-08-26,0,0,1,4,0,Transient,261.0,BB       ,ESP,       NULL,H               ,False,False
27352,1,2016-08-27,2016-08-24,54,0,3,2,0,Transient,189.0,BB       ,PRT,       NULL,A               ,False,False
27353,1,2016-08-27,2016-08-26,0,0,1,2,0,Transient,194.0,BB       ,CHN,       NULL,D               ,False,False
27354,1,2016-08-27,2016-08-20,82,2,5,2,0,Transient,234.6,HB       ,PRT,       NULL,E               ,False,False
27355,1,2016-08-27,2016-08-20,193,2,5,3,0,Transient-Party,157.0,HB       ,PRT,       NULL,A               ,False,False
27356,1,2016-08-27,2016-08-20,193,2,5,2,0,Transient-Party,153.29,HB       ,PRT,       NULL,A               ,False,False
27357,1,2016-08-27,2016-08-25,4,0,2,2,1,Transient,269.0,BB       ,FRA,       NULL,G               ,False,False
27358,1,2016-08-27,2016-08-20,238,2,5,2,0,Transient,121.4,HB       ,PRT,       NULL,A               ,False,False
27359,1,2016-08-27,2016-08-20,187,2,5,2,1,Transient,160.7,HB       ,PRT,       NULL,A               ,False,False
27360,1,2016-08-27,2016-08-20,238,2,5,2,0,Transient,124.2,HB       ,PRT,       NULL,A               ,False,False
27361,1,2016-08-27,2016-08-21,98,2,4,2,0,Transient,197.2,HB       ,PRT,       NULL,D               ,False,False
27362,1,2016-08-28,2016-08-21,171,2,5,2,0,Contract,104.55,BB       ,GBR,       NULL,D               ,False,False
27363,1,2016-08-28,2016-08-23,42,0,5,2,0,Transient,151.0,HB       ,GBR,       NULL,D               ,False,False
27364,1,2016-08-28,2016-08-24,212,0,4,2,0,Transient,119.0,BB       ,ESP,        395,A               ,False,False
27365,1,2016-08-28,2016-08-24,212,0,4,2,0,Transient,119.0,BB       ,ESP,        395,A               ,False,False
27366,1,2016-08-28,2016-08-20,219,2,6,2,1,Transient,135.0,HB       ,PRT,       NULL,A               ,False,False
27367,1,2017-08-27,2017-08-21,184,1,5,3,0,Transient,157.28,FB       ,PRT,       NULL,A               ,True,False
27368,1,2016-08-28,2016-08-22,53,1,5,3,0,Transient,192.0,BB       ,ESP,       NULL,C               ,False,False
27369,1,2016-08-28,2016-08-21,195,2,5,2,0,Contract,132.8,HB       ,DEU,       NULL,A               ,False,False
27370,1,2016-08-28,2016-08-27,44,0,1,2,0,Transient,231.0,BB       ,LTU,       NULL,E               ,False,False
27371,1,2016-08-28,2016-08-21,173,2,5,3,0,Transient,214.5,HB       ,PRT,       NULL,A               ,False,False
27372,1,2016-08-28,2016-08-21,213,2,5,2,0,Transient-Party,146.8,FB       ,PRT,       NULL,A               ,False,False
27373,1,2016-08-28,2016-08-25,57,0,3,2,0,Transient,201.0,BB       ,ESP,       NULL,A               ,False,False
27374,1,2016-08-28,2016-08-22,155,1,5,2,0,Transient,170.0,BB       ,ESP,       NULL,A               ,False,False
27375,1,2016-08-28,2016-08-27,2,0,1,2,0,Transient,204.0,BB       ,BRA,       NULL,D               ,False,False
27376,1,2016-08-28,2016-08-21,185,2,5,2,0,Contract,116.1,HB       ,GBR,       NULL,A               ,False,False
27377,1,2016-08-28,2016-08-21,213,2,5,2,1,Transient-Party,202.83,FB       ,PRT,       NULL,A               ,False,False
27378,1,2016-08-28,2016-08-22,72,1,5,2,0,Transient,227.1,HB       ,PRT,       NULL,E               ,False,False
27379,1,2016-08-28,2016-08-21,205,2,5,3,0,Transient,162.14,HB       ,PRT,       NULL,A               ,False,False
27380,1,2016-08-28,2016-08-16,124,2,10,2,0,Transient,145.11,BB       ,ROU,       NULL,D               ,False,False
27381,1,2016-08-28,2016-08-16,124,2,10,2,0,Transient,143.28,BB       ,ROU,       NULL,D               ,False,False
27382,1,2016-08-28,2016-08-22,14,1,5,3,0,Transient,261.33,BB       ,PRT,       NULL,A               ,False,False
27383,1,2016-08-28,2016-08-24,188,0,4,3,0,Transient,155.52,BB       ,CN,       NULL,A               ,False,False
27384,1,2016-08-28,2016-08-21,192,2,5,2,0,Transient,142.2,FB       ,PRT,       NULL,A               ,False,False
27385,1,2016-08-28,2016-08-20,204,2,6,2,2,Transient,250.5,HB       ,PRT,       NULL,C               ,False,False
27386,1,2016-08-28,2016-08-22,82,1,5,2,1,Transient,239.1,HB       ,PRT,       NULL,D               ,False,False
27387,1,2016-08-28,2016-08-26,14,0,2,2,0,Transient-Party,201.0,BB       ,GBR,       NULL,A               ,False,False
27388,1,2016-08-28,2016-08-26,14,0,2,2,0,Transient-Party,199.0,BB       ,GBR,       NULL,A               ,False,False
27389,1,2016-08-28,2016-08-22,31,1,5,3,0,Transient,224.07,HB       ,PRT,       NULL,D               ,False,False
27390,1,2016-08-28,2016-08-24,86,0,4,2,0,Transient,259.0,BB       ,CN,       NULL,G               ,False,False
27391,1,2016-08-28,2016-08-25,6,0,3,2,0,Transient,200.1,BB       ,BRA,       NULL,A               ,False,False
27392,1,2016-08-28,2016-08-21,305,2,5,3,0,Transient,178.08,HB       ,PRT,       NULL,A               ,False,False
27393,1,2016-08-28,2016-08-22,240,1,5,2,0,Transient,138.0,BB       ,CHE,       NULL,A               ,False,False
27394,1,2016-08-28,2016-08-14,205,4,10,2,0,Contract,104.55,BB       ,GBR,       NULL,D               ,False,False
27395,1,2016-08-28,2016-08-22,127,1,5,3,0,Transient,183.2,BB       ,PRT,       NULL,A               ,False,False
27396,1,2016-08-28,2016-08-26,4,0,2,2,0,Transient,216.0,BB       ,ESP,       NULL,A               ,False,False
27397,1,2016-08-28,2016-08-23,104,0,5,2,0,Transient,146.75,BB       ,PRT,       NULL,A               ,False,False
27398,1,2016-08-28,2016-08-26,18,0,2,2,0,Transient,153.37,BB       ,USA,       NULL,D               ,False,False
27399,1,2016-08-28,2016-08-26,7,0,2,2,0,Transient-Party,223.0,BB       ,ESP,       NULL,A               ,False,False
27400,1,2016-08-28,2016-08-26,7,0,2,2,0,Transient-Party,199.0,BB       ,ESP,       NULL,A               ,False,False
27401,1,2016-08-28,2016-08-27,22,0,1,2,2,Transient,281.0,BB       ,PRT,       NULL,G               ,False,False
27402,1,2016-08-31,2016-08-28,23,2,1,2,2,Transient,283.0,BB       ,PRT,       NULL,G               ,False,False
27403,1,2016-08-29,2016-08-23,64,1,5,2,0,Transient,243.67,HB       ,PRT,       NULL,D               ,False,False
27404,1,2017-08-15,2017-08-08,97,2,5,2,0,Transient,349.0,HB       ,PRT,       NULL,F               ,True,False
27405,1,2016-08-29,2016-08-23,122,1,5,3,1,Transient,265.83,BB       ,ESP,       NULL,H               ,False,False
27406,1,2016-08-29,2016-08-25,14,1,3,2,2,Transient,190.23,BB       ,GBR,       NULL,C               ,False,False
27407,1,2016-08-29,2016-08-25,14,1,3,2,0,Transient,170.43,BB       ,GBR,       NULL,C               ,False,False
27408,1,2016-08-29,2016-08-22,28,2,5,2,1,Transient,246.43,HB       ,GBR,       NULL,C               ,False,False
27409,1,2016-08-29,2016-08-16,152,3,10,2,1,Transient,126.33,BB       ,GBR,       NULL,A               ,False,False
27410,1,2016-08-29,2016-08-22,82,2,5,2,0,Transient,190.43,BB       ,ESP,       NULL,A               ,False,False
27411,1,2016-08-29,2016-08-22,82,2,5,2,0,Transient,179.0,BB       ,ESP,       NULL,A               ,False,False
27412,1,2016-08-29,2016-08-22,45,2,5,3,0,Transient,308.14,HB       ,ESP,       NULL,D               ,False,False
27413,1,2016-08-29,2016-08-26,29,1,2,1,0,Transient,221.0,BB       ,GBR,       NULL,E               ,False,False
27414,1,2016-08-29,2016-08-28,6,1,0,2,0,Transient-Party,159.0,BB       ,FRA,       NULL,A               ,False,False
27415,1,2016-08-29,2016-08-28,6,1,0,1,0,Transient-Party,171.0,BB       ,FRA,       NULL,A               ,False,False
27416,1,2016-08-29,2016-08-27,15,1,1,2,0,Transient,171.47,BB       ,USA,       NULL,D               ,False,False
27417,1,2016-08-29,2016-08-25,39,1,3,2,0,Transient,270.5,HB       ,ESP,       NULL,E               ,False,False
